"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Koronavirus-tulos näytteestä","Epävarmuus-tekijät","Virtaama","Normalisoitu RNA-lukumäärä DNA-standardilla","Normalisoitu RNA-lukumäärä RNA-standardilla"
"2021-09-27","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","95991","80947",""
"2021-09-27","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","254031","32534",""
"2021-09-27","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","","13317","",""
"2021-09-27","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","16611","",""
"2021-09-27","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","36425","8058",""
"2021-09-27","Koko maa","Koko maa","","","","","38905",""
"2021-09-27","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","","19415","",""
"2021-09-27","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","","21080","44239",""
"2021-09-27","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","13326","6720",""
"2021-09-27","Taskila","Oulu","200000","havaittu, yli määritysrajan","","43868","13608",""
"2021-09-27","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","23543","",""
"2021-09-27","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","59059","34163",""
"2021-09-27","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","78290","57238",""
"2021-09-27","Pått","Vaasa","69500","havaittu, yli määritysrajan","","16421","4678",""
"2021-09-20","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","83996","32181",""
"2021-09-20","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","227122","25348",""
"2021-09-20","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","13487","3842",""
"2021-09-20","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","17454","",""
"2021-09-20","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","35104","9802",""
"2021-09-20","Koko maa","Koko maa","","","","","30703",""
"2021-09-20","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","20239","7597",""
"2021-09-20","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","15483","29707",""
"2021-09-20","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","43623","16167",""
"2021-09-20","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","b","22754","5152",""
"2021-09-20","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","11055","15465",""
"2021-09-20","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","62281","56676",""
"2021-09-20","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","60830","62975",""
"2021-09-20","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","15348","18579",""
"2021-09-13","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","97384","57884",""
"2021-09-13","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","336854","41053",""
"2021-09-13","Paroinen","Hämeenlinna","66000","havaittu, alle määritysrajan","b","15372","",""
"2021-09-13","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","18172","",""
"2021-09-13","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","39916","",""
"2021-09-13","Koko maa","Koko maa","","","","","38252",""
"2021-09-13","Mäkikylä","Kouvola","67107","havaittu, alle määritysrajan","b","23604","",""
"2021-09-13","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","16636","60191",""
"2021-09-13","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","","15191","31494",""
"2021-09-13","Taskila","Oulu","200000","havaittu, yli määritysrajan","","41758","9686",""
"2021-09-13","Alheda","Pietarsaari","30500","havaittu, yli määritysrajan","b","9941","8852",""
"2021-09-13","Luotsinmäki","Pori","112000","havaittu, yli määritysrajan","","26136","7708",""
"2021-09-13","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","12587","6536",""
"2021-09-13","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","","15159","22242",""
"2021-09-13","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","79365","9758",""
"2021-09-13","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","85239","63222",""
"2021-09-13","Pått","Vaasa","69500","havaittu, yli määritysrajan","","19696","81972",""
"2021-09-06","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","89779","42145",""
"2021-09-06","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","237107","62395",""
"2021-09-06","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","13624","11194",""
"2021-09-06","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","16222","",""
"2021-09-06","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","35810","6557",""
"2021-09-06","Koko maa","Koko maa","","","","","55012",""
"2021-09-06","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","20219","5182",""
"2021-09-06","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","19184","",""
"2021-09-06","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","13706","21122",""
"2021-09-06","Taskila","Oulu","200000","havaittu, yli määritysrajan","","39909","4813",""
"2021-09-06","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","25065","",""
"2021-09-06","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","66434","35871",""
"2021-09-06","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","70143","160291",""
"2021-09-06","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","15627","36046",""
"2021-08-30","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","126890","127222",""
"2021-08-30","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","316842","67381",""
"2021-08-30","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","16213","19303",""
"2021-08-30","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","17193","",""
"2021-08-30","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","","39938","",""
"2021-08-30","Koko maa","Koko maa","","","","","72732",""
"2021-08-30","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","","26984","21356",""
"2021-08-30","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","19007","33535",""
"2021-08-30","Taskila","Oulu","200000","havaittu, yli määritysrajan","","42571","8195",""
"2021-08-30","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","","28510","",""
"2021-08-30","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","13043","12988",""
"2021-08-30","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","72290","54904",""
"2021-08-30","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","94794","168563",""
"2021-08-30","Pått","Vaasa","69500","havaittu, yli määritysrajan","","15102","16028",""
"2021-08-23","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","127683","54760",""
"2021-08-23","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","286959","82344",""
"2021-08-23","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","b","15730","54485",""
"2021-08-23","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","b","16707","",""
"2021-08-23","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","39896","14859",""
"2021-08-23","Koko maa","Koko maa","","","","","49032",""
"2021-08-23","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","28097","15630",""
"2021-08-23","Lehtoniemi","Kuopio","90697","havaittu, yli määritysrajan","b","18234","14471",""
"2021-08-23","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","18274","",""
"2021-08-23","Taskila","Oulu","200000","havaittu, yli määritysrajan","","43989","21214",""
"2021-08-23","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","30724","",""
"2021-08-23","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","73567","48988",""
"2021-08-23","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","115494","15010",""
"2021-08-23","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","16158","21010",""
"2021-08-17","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","20400","",""
"2021-08-17","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","15612","",""
"2021-08-17","Luotsinmäki","Pori","112000","havaittu, alle määritysrajan","b","28793","",""
"2021-08-16","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","106317","90100",""
"2021-08-16","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","279461","76634",""
"2021-08-16","Paroinen","Hämeenlinna","66000","havaittu, yli määritysrajan","","21808","81099",""
"2021-08-16","Kuhasalo","Joensuu","98000","havaittu, alle määritysrajan","","20348","",""
"2021-08-16","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","36721","31731",""
"2021-08-16","Koko maa","Koko maa","","","","","68577",""
"2021-08-16","Mäkikylä","Kouvola","67107","havaittu, yli määritysrajan","b","29111","11916",""
"2021-08-16","Taskila","Oulu","200000","havaittu, yli määritysrajan","","48801","62861",""
"2021-08-16","Alheda","Pietarsaari","30500","havaittu, alle määritysrajan","","8624","",""
"2021-08-16","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b","11005","",""
"2021-08-16","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, yli määritysrajan","","13445","11392",""
"2021-08-16","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","77242","82711",""
"2021-08-16","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","125689","99969",""
"2021-08-16","Pått","Vaasa","69500","havaittu, yli määritysrajan","b","13434","7807",""
"2021-08-09","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","84285","230394",""
"2021-08-09","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","229187","164729",""
"2021-08-09","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","31442","13321",""
"2021-08-09","Koko maa","Koko maa","","","","","137393",""
"2021-08-09","Taskila","Oulu","200000","havaittu, yli määritysrajan","","35833","15827",""
"2021-08-09","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","","9345","",""
"2021-08-09","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","64742","127435",""
"2021-08-09","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","67898","114811",""
"2021-08-02","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","","85528","195578",""
"2021-08-02","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","254395","71464",""
"2021-08-02","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","30362","18255",""
"2021-08-02","Koko maa","Koko maa","","","","","73508",""
"2021-08-02","Toikansuo","Lappeenranta","63000","havaittu, yli määritysrajan","b","15049","7271",""
"2021-08-02","Taskila","Oulu","200000","havaittu, yli määritysrajan","b","41108","4526",""
"2021-08-02","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","62799","37802",""
"2021-08-02","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","80512","18939",""
"2021-07-26","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","63783","92302",""
"2021-07-26","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","183541","65663",""
"2021-07-26","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","27940","13728",""
"2021-07-26","Koko maa","Koko maa","","","","","69798",""
"2021-07-26","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","12215","",""
"2021-07-26","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","37913","",""
"2021-07-26","Alakorkalo","Rovaniemi","55000","havaittu, yli määritysrajan","b","10700","5041",""
"2021-07-26","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","c","54363","110300",""
"2021-07-26","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","","46760","112190",""
"2021-07-19","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","65676","32584",""
"2021-07-19","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","191460","23886",""
"2021-07-19","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","31064","16269",""
"2021-07-19","Koko maa","Koko maa","","","","","21096",""
"2021-07-19","Lehtoniemi","Kuopio","90697","havaittu, alle määritysrajan","b","16800","",""
"2021-07-19","Taskila","Oulu","200000","havaittu, yli määritysrajan","","38653","7387",""
"2021-07-19","Alheda","Pietarsaari","30500","ei havaittu","b","6376","",""
"2021-07-19","Alakorkalo","Rovaniemi","55000","havaittu, alle määritysrajan","b c","15039","",""
"2021-07-19","Seinäjoen keskuspuhdistamo","Seinäjoki","55000","havaittu, alle määritysrajan","b","9370","",""
"2021-07-19","Viinikanlahti","Tampere","200000","havaittu, yli määritysrajan","b c","34161","18763",""
"2021-07-19","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","48268","17499",""
"2021-07-12","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","69018","9820",""
"2021-07-12","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","195421","9916",""
"2021-07-12","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","30377","",""
"2021-07-12","Koko maa","Koko maa","","","","","6221",""
"2021-07-12","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","12644","",""
"2021-07-12","Taskila","Oulu","200000","havaittu, alle määritysrajan","","39679","",""
"2021-07-12","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b c","62210","",""
"2021-07-12","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","b","50908","",""
"2021-07-05","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","67155","7299",""
"2021-07-05","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","209389","6469",""
"2021-07-05","Nenäinniemi","Jyväskylä","154600","havaittu, yli määritysrajan","b","31134","6960",""
"2021-07-05","Koko maa","Koko maa","","","","","5768",""
"2021-07-05","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","40357","",""
"2021-07-05","Alakorkalo","Rovaniemi","55000","ei havaittu","b","16438","",""
"2021-07-05","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b c","59363","",""
"2021-07-05","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","51109","8569",""
"2021-06-28","Suomenoja","Espoo","390000","havaittu, yli määritysrajan","b","70499","6247",""
"2021-06-28","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","","198282","19284",""
"2021-06-28","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","32047","",""
"2021-06-28","Koko maa","Koko maa","","","","","10277",""
"2021-06-28","Toikansuo","Lappeenranta","63000","havaittu, alle määritysrajan","b","13002","",""
"2021-06-28","Taskila","Oulu","200000","havaittu, alle määritysrajan","b","39372","",""
"2021-06-28","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","b c","58643","",""
"2021-06-28","Kakolanmäki","Turku","300000","havaittu, yli määritysrajan","b","54773","6953",""
"2021-06-21","Suomenoja","Espoo","390000","havaittu, alle määritysrajan","b","80623","",""
"2021-06-21","Viikinmäki","Helsinki","860000","havaittu, alle määritysrajan","","219131","",""
"2021-06-21","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","33998","",""
"2021-06-21","Koko maa","Koko maa","","","","","854",""
"2021-06-21","Taskila","Oulu","200000","ei havaittu","a","41139","",""
"2021-06-21","Alakorkalo","Rovaniemi","55000","tulos epävarma","b","13920","",""
"2021-06-21","Viinikanlahti","Tampere","200000","havaittu, alle määritysrajan","c","61362","",""
"2021-06-21","Kakolanmäki","Turku","300000","havaittu, alle määritysrajan","","57117","",""
"2021-06-14","Suomenoja","Espoo","390000","havaittu, alle määritysrajan","b","94484","",""
"2021-06-14","Viikinmäki","Helsinki","860000","havaittu, yli määritysrajan","b","252888","12250",""
"2021-06-14","Nenäinniemi","Jyväskylä","154600","havaittu, alle määritysrajan","b","42531","",""
