"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Sairaanhoitopiiri","Näytetyyppi","Koronavirustulos näytteestä","Epävarmuustekijät","Virtaama","Virtaamakorjattu RNA-lukumäärä"
"2020-10-12","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","67508","33369"
"2020-10-06","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a b","54931",""
"2020-10-05","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","86924","11144"
"2020-10-05","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","a b","248379","15264"
"2020-10-05","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16247",""
"2020-10-05","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","17355",""
"2020-10-05","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","28860","7523"
"2020-10-05","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","tulos epävarma","b","9960",""
"2020-10-05","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","b","8275",""
"2020-10-05","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","8519",""
"2020-10-05","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","ei havaittu","(a) b","21746",""
"2020-10-05","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","ei havaittu","a b","16292",""
"2020-10-05","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","20324",""
"2020-10-05","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","13182",""
"2020-10-05","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","tulos epävarma","b","11387",""
"2020-10-05","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","ei havaittu","b","16969",""
"2020-10-05","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, alle määritysrajan","b","3917",""
"2020-10-05","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","9683",""
"2020-10-05","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","b","24442",""
"2020-10-05","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","a b","9415",""
"2020-10-05","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15859",""
"2020-10-05","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","ei havaittu","a b","6688",""
"2020-10-05","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","5742",""
"2020-10-05","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","13008",""
"2020-10-05","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","58468",""
"2020-10-05","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","58616",""
"2020-10-05","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","a b","15385","57217"
"2020-10-05","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","2641",""
"2020-10-04","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7960",""
"2020-09-28","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","245958","8368"
"2020-09-28","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","19720",""
"2020-09-28","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","","58579",""
"2020-09-28","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","58212",""
"2020-09-28","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","53913",""
"2020-09-22","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","22033",""
"2020-09-21","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","98024",""
"2020-09-21","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","260047",""
"2020-09-21","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12633","64790"
"2020-09-21","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","19494",""
"2020-09-21","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","31899",""
"2020-09-21","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","ei havaittu","b","14893",""
"2020-09-21","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","","9842",""
"2020-09-21","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","9908",""
"2020-09-21","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","tulos epävarma","b","23454",""
"2020-09-21","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","tulos epävarma","b","19532",""
"2020-09-21","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","14794","8094"
"2020-09-21","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12452",""
"2020-09-21","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","ei havaittu","b","13751",""
"2020-09-21","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, alle määritysrajan","a","4026",""
"2020-09-21","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","8455","28799"
"2020-09-21","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","49332",""
"2020-09-21","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","10464",""
"2020-09-21","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","b","24365",""
"2020-09-21","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","b","8681",""
"2020-09-21","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","tulos epävarma","b","15533",""
"2020-09-21","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","ei havaittu","","7984",""
"2020-09-21","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","ei havaittu","","6341",""
"2020-09-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","","15430",""
"2020-09-21","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","tulos epävarma","","61172",""
"2020-09-21","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","55862",""
"2020-09-21","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","ei havaittu","","19374",""
"2020-09-21","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","3367",""
"2020-09-14","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","159150",""
"2020-09-14","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","358852",""
"2020-09-14","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","tulos epävarma","","20523",""
"2020-09-14","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","tulos epävarma","a","47765",""
"2020-09-14","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","ei havaittu","b","63532",""
"2020-09-14","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","69006",""
"2020-09-07","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","137584",""
"2020-09-07","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","328582",""
"2020-09-07","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","12488",""
"2020-09-07","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","ei havaittu","b","16714",""
"2020-09-07","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","28324","6277"
"2020-09-07","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","7961",""
"2020-09-07","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","a","6522",""
"2020-09-07","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","7691",""
"2020-09-07","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","ei havaittu","a b","23653",""
"2020-09-07","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","tulos epävarma","a b","18186",""
"2020-09-07","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","ei havaittu","b","19328",""
"2020-09-07","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","15670",""
"2020-09-07","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","13376",""
"2020-09-07","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","ei havaittu","a b","12413",""
"2020-09-07","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, yli määritysrajan","a","3439","10301"
"2020-09-07","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","6857",""
"2020-09-07","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","","45128",""
"2020-09-07","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","ei havaittu","","7386",""
"2020-09-07","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","","24556",""
"2020-09-07","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","b","8540",""
"2020-09-07","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","ei havaittu","a","15017",""
"2020-09-07","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","ei havaittu","a b","9024",""
"2020-09-07","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","ei havaittu","b","5793",""
"2020-09-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","17879",""
"2020-09-07","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","59457",""
"2020-09-07","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","55949",""
"2020-09-07","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","14792",""
"2020-09-07","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","3269",""
"2020-08-31","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","340873",""
"2020-08-31","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","18424",""
"2020-08-31","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","44680",""
"2020-08-31","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","ei havaittu","b","59163",""
"2020-08-31","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","52106",""
"2020-08-24","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","92776",""
"2020-08-24","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","311572",""
"2020-08-24","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","13560","9535"
"2020-08-24","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","ei havaittu","a b","17422",""
"2020-08-24","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","32598",""
"2020-08-24","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","ei havaittu","b","9411",""
"2020-08-24","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","a b","6054",""
"2020-08-24","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a","7903",""
"2020-08-24","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","ei havaittu","a b","24563",""
"2020-08-24","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","19532",""
"2020-08-24","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","ei havaittu","b","20195",""
"2020-08-24","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","ei havaittu","b","17453",""
"2020-08-24","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","ei havaittu","b","14990",""
"2020-08-24","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","14209",""
"2020-08-24","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","ei havaittu","a b","3239",""
"2020-08-24","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","tulos epävarma","","7393",""
"2020-08-24","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a","46212",""
"2020-08-24","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","ei havaittu","b","11659",""
"2020-08-24","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","a b","23231",""
"2020-08-24","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","8556",""
"2020-08-24","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","ei havaittu","a b","16029",""
"2020-08-24","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","ei havaittu","a","8150",""
"2020-08-24","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","ei havaittu","a b","6873",""
"2020-08-24","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","tulos epävarma","a b","16204",""
"2020-08-24","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","61527",""
"2020-08-24","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","55348",""
"2020-08-24","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","tulos epävarma","b","14072",""
"2020-08-24","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","ei havaittu","a b","3095",""
"2020-08-17","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","220074",""
"2020-08-17","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","ei havaittu","","18575",""
"2020-08-17","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","","45975",""
"2020-08-17","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","ei havaittu","a","58831",""
"2020-08-17","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","53008",""
"2020-08-10","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","218816","10450"
"2020-08-10","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","ei havaittu","","19489",""
"2020-08-10","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a b","49143",""
"2020-08-10","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","61291",""
"2020-08-10","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","54040",""
"2020-08-10","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","13750",""
"2020-08-03","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","85219",""
"2020-08-03","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a","233950",""
"2020-08-03","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","ei havaittu","a","15040",""
"2020-08-03","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","ei havaittu","b","18662",""
"2020-08-03","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","tulos epävarma","a","30014",""
"2020-08-03","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","ei havaittu","a","14134",""
"2020-08-03","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","a","8905",""
"2020-08-03","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a","9660",""
"2020-08-03","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","tulos epävarma","a","21640",""
"2020-08-03","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","ei havaittu","a b","23618",""
"2020-08-03","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","ei havaittu","","23235",""
"2020-08-03","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","ei havaittu","a","15205",""
"2020-08-03","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","ei havaittu","a b","13063",""
"2020-08-03","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","ei havaittu","a b","13389",""
