"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2022-01-09","Paroinen","Hämeenlinna","66000","13227","qPCR A","b","Havaittiin","148357"
"2022-01-09","Kuhasalo","Joensuu","98000","15411","qPCR A","b","Havaittiin","114329"
"2022-01-09","Nenäinniemi","Jyväskylä","154600","31739","qPCR A","","Havaittiin","247100"
"2022-01-09","Lehtoniemi","Kuopio","95400","14441","qPCR A","b","Havaittiin","288917"
"2022-01-09","Toikansuo","Lappeenranta","63000","12923","qPCR A","","Havaittiin","114584"
"2022-01-09","Taskila","Oulu","200000","38495","qPCR A","b","Havaittiin","48829"
"2022-01-09","Alheda","Pietarsaari","30500","6626","qPCR A","","Havaittiin","150165"
"2022-01-09","Luotsinmäki","Pori","112000","21916","qPCR A","","Havaittiin","15097"
"2022-01-09","Alakorkalo","Rovaniemi","55000","9659","qPCR A","","Havaittiin","310765"
"2022-01-09","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","11317","qPCR A","(a)","Havaittiin","244918"
"2022-01-09","Viinikanlahti","Tampere","200000","58078","qPCR A","","Havaittiin","188231"
"2022-01-09","Kakolanmäki","Turku","300000","61994","qPCR A","b","Havaittiin","61008"
"2022-01-09","Pått","Vaasa","69500","14489","qPCR A","","Havaittiin","178598"
"2022-01-03","Aggregoitu","Aggregoitu","","","qPCR A","","","360154"
"2022-01-03","Pått","Vaasa","69500","14910","qPCR A","b","Havaittiin","120780"
"2022-01-02","Suomenoja","Espoo","390000","80823","qPCR A","b","Havaittiin","420586"
"2022-01-02","Viikinmäki","Helsinki","910000","211143","qPCR A","b","Havaittiin","603753"
"2022-01-02","Paroinen","Hämeenlinna","66000","12494","qPCR A","","Havaittiin","141112"
"2022-01-02","Kuhasalo","Joensuu","98000","15093","qPCR A","b","Havaittiin","61184"
"2022-01-02","Nenäinniemi","Jyväskylä","154600","30668","qPCR A","","Havaittiin","373015"
"2022-01-02","Mäkikylä","Kouvola","67107","17371","qPCR A","b","Havaittiin","30289"
"2022-01-02","Lehtoniemi","Kuopio","95400","14030","qPCR A","","Havaittiin","112171"
"2022-01-02","Toikansuo","Lappeenranta","63000","12767","qPCR A","","Havaittiin","126020"
"2022-01-02","Taskila","Oulu","200000","36142","qPCR A","b","Havaittiin","46168"
"2022-01-02","Luotsinmäki","Pori","112000","22277","qPCR A","b","Havaittiin","27647"
"2022-01-02","Alakorkalo","Rovaniemi","55000","9824","qPCR A","","Havaittiin","357099"
"2022-01-02","Viinikanlahti","Tampere","200000","56874","qPCR A","b","Havaittiin","291240"
"2022-01-02","Kakolanmäki","Turku","300000","59123","qPCR A","b","Havaittiin","109043"
"2021-12-20","Aggregoitu","Aggregoitu","","","qPCR A","","","137868"
"2021-12-19","Suomenoja","Espoo","390000","97990","qPCR A","b","Havaittiin","87465"
"2021-12-19","Viikinmäki","Helsinki","910000","257257","qPCR A","","Havaittiin","194854"
"2021-12-19","Paroinen","Hämeenlinna","66000","15331","qPCR A","","Havaittiin","96757"
"2021-12-19","Kuhasalo","Joensuu","98000","16081","qPCR A","","Havaittiin","17730"
"2021-12-19","Nenäinniemi","Jyväskylä","154600","33548","qPCR A","b","Havaittiin","95048"
"2021-12-19","Mäkikylä","Kouvola","67107","22628","qPCR A","b","Havaittiin","6046"
"2021-12-19","Lehtoniemi","Kuopio","95400","15977","qPCR A","b","Havaittiin","89101"
"2021-12-19","Toikansuo","Lappeenranta","63000","14200","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-12-19","Taskila","Oulu","200000","42990","qPCR A","b","Havaittiin","49638"
"2021-12-19","Luotsinmäki","Pori","112000","26249","qPCR A","","Havaittiin","14903"
"2021-12-19","Viinikanlahti","Tampere","200000","67442","qPCR A","b","Havaittiin","124012"
"2021-12-19","Kakolanmäki","Turku","300000","68353","qPCR A","b","Havaittiin","118105"
"2021-12-19","Pått","Vaasa","69500","16691","qPCR A","","Havaittiin","7140"
"2021-12-13","Aggregoitu","Aggregoitu","","","qPCR A","","","83324"
"2021-12-12","Suomenoja","Espoo","390000","90850","qPCR A","","Havaittiin","114177"
"2021-12-12","Viikinmäki","Helsinki","910000","254132","qPCR A","b","Havaittiin","119934"
"2021-12-12","Paroinen","Hämeenlinna","66000","14225","qPCR A","b","Havaittiin","40530"
"2021-12-12","Kuhasalo","Joensuu","98000","16746","qPCR A","b","Havaittiin","27364"
"2021-12-12","Nenäinniemi","Jyväskylä","154600","33365","qPCR A","b","Havaittiin","68670"
"2021-12-12","Mäkikylä","Kouvola","67107","18531","qPCR A","b","Havaittiin","10709"
"2021-12-12","Lehtoniemi","Kuopio","95400","17964","qPCR A","b","Havaittiin","21449"
"2021-12-12","Toikansuo","Lappeenranta","63000","13829","qPCR A","","Havaittiin","91974"
"2021-12-12","Taskila","Oulu","200000","42804","qPCR A","b","Havaittiin","22401"
"2021-12-12","Alheda","Pietarsaari","30500","7477","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-12-12","Luotsinmäki","Pori","112000","24532","qPCR A","b","Havaittiin","8133"
"2021-12-12","Alakorkalo","Rovaniemi","55000","11067","qPCR A","b","Havaittiin","31477"
"2021-12-12","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","12601","qPCR A","b","Havaittiin","37141"
"2021-12-12","Viinikanlahti","Tampere","200000","68230","qPCR A","","Havaittiin","81968"
"2021-12-12","Kakolanmäki","Turku","300000","63820","qPCR A","","Havaittiin","77422"
"2021-12-12","Pått","Vaasa","69500","15671","qPCR A","","Havaittiin","13549"
"2021-12-06","Aggregoitu","Aggregoitu","","","qPCR A","","","180971"
"2021-12-06","Suomenoja","Espoo","390000","88253","qPCR A","b","Havaittiin","99633"
"2021-12-06","Viikinmäki","Helsinki","910000","220084","qPCR A","b","Havaittiin","169174"
"2021-12-06","Paroinen","Hämeenlinna","66000","14487","qPCR A","b","Havaittiin","120876"
"2021-12-06","Kuhasalo","Joensuu","98000","16556","qPCR A","","Havaittiin","70900"
"2021-12-06","Nenäinniemi","Jyväskylä","154600","33421","qPCR A","b","Havaittiin","153572"
"2021-12-06","Mäkikylä","Kouvola","67107","20340","qPCR A","","Havaittiin","221916"
"2021-12-06","Lehtoniemi","Kuopio","95400","16073","qPCR A","b","Havaittiin","59913"
"2021-12-06","Toikansuo","Lappeenranta","63000","13840","qPCR A","b","Havaittiin","7441"
"2021-12-06","Taskila","Oulu","200000","40389","qPCR A","","Havaittiin","303919"
"2021-12-06","Luotsinmäki","Pori","112000","25835","qPCR A","","Havaittiin","202648"
"2021-12-06","Alakorkalo","Rovaniemi","55000","11388","qPCR A","b","Havaittiin","111863"
"2021-12-06","Viinikanlahti","Tampere","200000","68451","qPCR A","b","Havaittiin","240533"
"2021-12-06","Kakolanmäki","Turku","300000","63089","qPCR A","","Havaittiin","219274"
"2021-12-06","Pått","Vaasa","69500","16633","qPCR A","b","Havaittiin","20960"
"2021-11-29","Aggregoitu","Aggregoitu","","","qPCR A","","","93228"
"2021-11-28","Suomenoja","Espoo","390000","101237","qPCR A","","Havaittiin","80473"
"2021-11-28","Viikinmäki","Helsinki","910000","243536","qPCR A","","Havaittiin","115837"
"2021-11-28","Paroinen","Hämeenlinna","66000","15898","qPCR A","","Havaittiin","144060"
"2021-11-28","Kuhasalo","Joensuu","98000","17846","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-11-28","Nenäinniemi","Jyväskylä","154600","35923","qPCR A","","Havaittiin","147421"
"2021-11-28","Mäkikylä","Kouvola","67107","24743","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-28","Lehtoniemi","Kuopio","95400","16817","qPCR A","","Havaittiin","24758"
"2021-11-28","Toikansuo","Lappeenranta","63000","14339","qPCR A","","Havaittiin","54748"
"2021-11-28","Taskila","Oulu","200000","45767","qPCR A","","Havaittiin","42060"
"2021-11-28","Luotsinmäki","Pori","112000","30132","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-11-28","Viinikanlahti","Tampere","200000","71343","qPCR A","","Havaittiin","170966"
"2021-11-28","Kakolanmäki","Turku","300000","74454","qPCR A","","Havaittiin","78894"
"2021-11-28","Pått","Vaasa","69500","17379","qPCR A","","Havaittiin","7027"
"2021-11-22","Aggregoitu","Aggregoitu","","","qPCR A","","","85154"
"2021-11-21","Suomenoja","Espoo","390000","108267","qPCR A","b","Havaittiin","48046"
"2021-11-21","Viikinmäki","Helsinki","910000","280961","qPCR A","b","Havaittiin","98071"
"2021-11-21","Paroinen","Hämeenlinna","66000","17735","qPCR A","b","Havaittiin","54129"
"2021-11-21","Kuhasalo","Joensuu","98000","18736","qPCR A","b","Havaittiin","11301"
"2021-11-21","Nenäinniemi","Jyväskylä","154600","38477","qPCR A","","Havaittiin","82917"
"2021-11-21","Mäkikylä","Kouvola","67107","29687","qPCR A","b","Havaittiin","10861"
"2021-11-21","Lehtoniemi","Kuopio","95400","19406","qPCR A","b","Havaittiin","11334"
"2021-11-21","Toikansuo","Lappeenranta","63000","15117","qPCR A","","Havaittiin","76418"
"2021-11-21","Taskila","Oulu","200000","43352","qPCR A","(a) (b)","Havaittiin","40844"
"2021-11-21","Luotsinmäki","Pori","112000","33261","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-21","Alakorkalo","Rovaniemi","55000","16012","qPCR A","b","Havaittiin","10745"
"2021-11-21","Viinikanlahti","Tampere","200000","73165","qPCR A","b","Havaittiin","103196"
"2021-11-21","Kakolanmäki","Turku","300000","90883","qPCR A","","Havaittiin","142968"
"2021-11-21","Pått","Vaasa","69500","18035","qPCR A","b","Havaittiin","6417"
"2021-11-15","Aggregoitu","Aggregoitu","","","qPCR A","","","45673"
"2021-11-14","Suomenoja","Espoo","390000","112066","qPCR A","b","Havaittiin","44033"
"2021-11-14","Viikinmäki","Helsinki","910000","284000","qPCR A","b","Havaittiin","54394"
"2021-11-14","Paroinen","Hämeenlinna","66000","16337","qPCR A","b","Havaittiin","49301"
"2021-11-14","Kuhasalo","Joensuu","98000","18897","qPCR A","b","Havaittiin","8797"
"2021-11-14","Nenäinniemi","Jyväskylä","154600","41465","qPCR A","","Havaittiin","88088"
"2021-11-14","Mäkikylä","Kouvola","67107","27202","qPCR A","b","Havaittiin","12132"
"2021-11-14","Lehtoniemi","Kuopio","95400","19377","qPCR A","b","Havaittiin","5553"
"2021-11-14","Toikansuo","Lappeenranta","63000","14823","qPCR A","","Havaittiin","49043"
"2021-11-14","Taskila","Oulu","200000","47329","qPCR A","","Havaittiin","58437"
"2021-11-14","Luotsinmäki","Pori","112000","35319","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-14","Viinikanlahti","Tampere","200000","68179","qPCR A","b","Havaittiin","38998"
"2021-11-14","Kakolanmäki","Turku","300000","94443","qPCR A","b","Havaittiin","48644"
"2021-11-14","Pått","Vaasa","69500","17942","qPCR A","b","Havaittiin","8204"
"2021-11-08","Aggregoitu","Aggregoitu","","","qPCR A","","","134146"
"2021-11-07","Suomenoja","Espoo","390000","137981","qPCR A","","Havaittiin","79144"
"2021-11-07","Viikinmäki","Helsinki","910000","364853","qPCR A","","Havaittiin","153439"
"2021-11-07","Paroinen","Hämeenlinna","66000","17126","qPCR A","","Havaittiin","126395"
"2021-11-07","Kuhasalo","Joensuu","98000","19854","qPCR A","b","Havaittiin","3726"
"2021-11-07","Nenäinniemi","Jyväskylä","154600","41727","qPCR A","","Havaittiin","77864"
"2021-11-07","Mäkikylä","Kouvola","67107","33339","qPCR A","b","Havaittiin","15833"
"2021-11-07","Lehtoniemi","Kuopio","95400","21185","qPCR A","b","Havaittiin","9802"
"2021-11-07","Toikansuo","Lappeenranta","63000","15330","qPCR A","","Havaittiin","98066"
"2021-11-07","Taskila","Oulu","200000","49374","qPCR A","","Havaittiin","26985"
"2021-11-07","Alheda","Pietarsaari","30500","10623","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-07","Luotsinmäki","Pori","112000","33463","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-07","Alakorkalo","Rovaniemi","55000","18808","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-11-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16527","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-11-07","Viinikanlahti","Tampere","200000","72704","qPCR A","","Havaittiin","182880"
"2021-11-07","Kakolanmäki","Turku","300000","98892","qPCR A","","Havaittiin","251878"
"2021-11-07","Pått","Vaasa","69500","19473","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-11-01","Aggregoitu","Aggregoitu","","","qPCR A","","","33941"
"2021-10-31","Suomenoja","Espoo","390000","114126","qPCR A","b","Havaittiin","25848"
"2021-10-31","Viikinmäki","Helsinki","910000","282565","qPCR A","b","Havaittiin","37935"
"2021-10-31","Paroinen","Hämeenlinna","66000","17163","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-31","Kuhasalo","Joensuu","98000","21237","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-31","Nenäinniemi","Jyväskylä","154600","41575","qPCR A","b","Havaittiin","10563"
"2021-10-31","Mäkikylä","Kouvola","67107","33723","qPCR A","b","Havaittiin","16412"
"2021-10-31","Lehtoniemi","Kuopio","95400","21949","qPCR A","b","Havaittiin","4838"
"2021-10-31","Toikansuo","Lappeenranta","63000","15869","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-31","Taskila","Oulu","200000","52429","qPCR A","b","Havaittiin","28167"
"2021-10-31","Luotsinmäki","Pori","112000","36523","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-31","Alakorkalo","Rovaniemi","55000","22357","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-31","Viinikanlahti","Tampere","200000","76491","qPCR A","b","Havaittiin","28122"
"2021-10-31","Kakolanmäki","Turku","300000","91800","qPCR A","","Havaittiin","63122"
"2021-10-31","Pått","Vaasa","69500","20686","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-25","Aggregoitu","Aggregoitu","","","qPCR A","","","102024"
"2021-10-24","Suomenoja","Espoo","390000","134024","qPCR A","","Havaittiin","153392"
"2021-10-24","Viikinmäki","Helsinki","910000","333755","qPCR A","b","Havaittiin","97332"
"2021-10-24","Paroinen","Hämeenlinna","66000","21062","qPCR A","b","Havaittiin","10011"
"2021-10-24","Kuhasalo","Joensuu","98000","18960","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-24","Nenäinniemi","Jyväskylä","154600","45599","qPCR A","","Havaittiin","136021"
"2021-10-24","Mäkikylä","Kouvola","67107","40214","qPCR A","b","Havaittiin","28890"
"2021-10-24","Lehtoniemi","Kuopio","95400","23849","qPCR A","b","Havaittiin","211516"
"2021-10-24","Toikansuo","Lappeenranta","63000","16910","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-24","Taskila","Oulu","200000","47759","qPCR A","b","Havaittiin","49111"
"2021-10-24","Luotsinmäki","Pori","112000","52986","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-24","Viinikanlahti","Tampere","200000","100601","qPCR A","","Havaittiin","113790"
"2021-10-24","Kakolanmäki","Turku","300000","118862","qPCR A","","Havaittiin","165250"
"2021-10-24","Pått","Vaasa","69500","24557","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-10-18","Aggregoitu","Aggregoitu","","","qPCR A","","","30105"
"2021-10-17","Suomenoja","Espoo","390000","99618","qPCR A","b","Havaittiin","13068"
"2021-10-17","Viikinmäki","Helsinki","910000","251723","qPCR A","","Havaittiin","42530"
"2021-10-17","Paroinen","Hämeenlinna","66000","14398","qPCR A","","Havaittiin","8990"
"2021-10-17","Kuhasalo","Joensuu","98000","16750","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-17","Nenäinniemi","Jyväskylä","154600","35370","qPCR A","","Havaittiin","78317"
"2021-10-17","Mäkikylä","Kouvola","67107","22478","qPCR A","b","Havaittiin","7717"
"2021-10-17","Lehtoniemi","Kuopio","95400","16876","qPCR A","b","Havaittiin","30897"
"2021-10-17","Toikansuo","Lappeenranta","63000","12563","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-17","Taskila","Oulu","200000","55802","qPCR A","","Havaittiin","12712"
"2021-10-17","Luotsinmäki","Pori","112000","31694","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-17","Alakorkalo","Rovaniemi","55000","19213","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-17","Viinikanlahti","Tampere","200000","61678","qPCR A","","Havaittiin","45373"
"2021-10-17","Kakolanmäki","Turku","300000","76625","qPCR A","","Havaittiin","13718"
"2021-10-17","Pått","Vaasa","69500","22306","qPCR A","","Havaittiin","7385"
"2021-10-11","Aggregoitu","Aggregoitu","","","qPCR A","","","40061"
"2021-10-10","Suomenoja","Espoo","390000","85757","qPCR A","","Havaittiin","29826"
"2021-10-10","Viikinmäki","Helsinki","910000","224737","qPCR A","","Havaittiin","46871"
"2021-10-10","Paroinen","Hämeenlinna","66000","14101","qPCR A","","Havaittiin","6807"
"2021-10-10","Kuhasalo","Joensuu","98000","16291","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-10-10","Nenäinniemi","Jyväskylä","154600","34834","qPCR A","","Havaittiin","138282"
